mean_etc,sem_etc,Heteroplasmy,etc_x_v,etc_x_v_err
1.0,0.0114035323991,0.0,1.0,0.0495386568628
0.576189033626,0.0182443440472,0.2,0.465192024842,0.0267249222635
0.608906392002,0.0192646023576,0.3,0.363656623266,0.0203204410284
0.86610118146,0.0174104005398,0.5,0.716894792744,0.03748823566
1.56770675553,0.0478000097639,0.6,1.12915656477,0.0718858707772
0.61829748561,0.134197653976,0.9,0.583388798968,0.131025064694
0.427749166919,0.0638165681316,1.0,0.37111649234,0.058736702235
