Heteroplasmy,Cell_Volume,Err_v
0.0,1.0,0.0482082770133
0.2,0.807360080969,0.0387012447901
0.3,0.597229111145,0.0275075501098
0.5,0.827726376651,0.0399579770274
0.6,0.720260061898,0.0402531651015
0.9,0.943540629785,0.0544808757545
1.0,0.867603074514,0.0458382754167
