Heteroplasmy,Ratio,Err_Ratio
0.0,1.0,0.0166531619934
0.2,1.12990221921,0.026631655594
0.3,1.14833177469,0.012004567194
0.5,0.765755863835,0.0145428260656
0.6,0.851520744035,0.00653413165564
0.9,0.888898091468,0.016780687235
1.0,0.944434254095,0.00733159305808
