Heteroplasmy,growth,growth_err
0.2,0.830142494978,0.0581289817719
0.3,0.954893815807,0.0617059421533
0.5,0.820832169458,0.0535107341524
0.6,0.88712656244,0.0499747582247
0.9,0.804460613271,0.0614526343322
1.0,0.748914361456,0.0641247454868
